"id;estimated_deliveries_volumes;created_at"
"745eb12d-6a84-4f01-8162-93c0320b5c66;[1 - 10];16/03/2020"
"745f060a-c72f-4b63-8af7-e39f756adeca;;23/02/2016"
"74621833-b6bf-4257-833a-47d6c60bbbd5;[11 - 50];18/07/2017"
"74624688-8001-4c38-a118-523ca8d01b49;[51 - 100];15/12/2019"
"74639862-2b39-42a8-9afb-5a3594745123;[1 - 10];11/05/2020"
"7465a457-d517-4591-b175-6604eb36c85b;[51 - 100];07/04/2020"
"74687bce-4c9a-4fd2-88f1-e57bab29b728;[11 - 50];26/09/2017"
"7469bbd0-d2c5-4d53-adc1-a7f2a6b9e71f;[1 - 10];10/07/2020"
"746c3f74-2d57-46d5-b1a4-6c853fdc1d59;[51 - 100];19/03/2019"
"746c7b86-d623-4b6d-a336-0b0b945d1998;[1 - 10];19/01/2020"
"746db6f3-777f-4fc1-9c0b-9e6e8d77fb0d;[1 - 10];27/03/2020"
"746f030f-3233-428f-93fb-80a42d0a1826;[11 - 50];29/03/2018"
"74706ab9-e6b3-4125-862d-e824d99b2e31;[1 - 10];04/06/2020"
"7470bcee-021d-4636-acd9-ee41b953b029;[51 - 100];28/09/2018"
"74720878-4ecd-4d18-a99f-8aa6ff89d1e3;[101  - 250];31/05/2019"
"7472e691-ab7d-4109-9283-855ecee102b8;[1 - 10];15/04/2020"
"7473776f-8359-4810-ac56-172e5517e10d;[11 - 50];08/01/2019"
"747913ab-130d-4101-8989-b8c7ac8cd88e;[1 - 10];31/05/2020"
"74838c72-d3a5-47cf-931b-669c98c014e3;[1 - 10];15/07/2016"
"7483bd84-4ee0-4e38-aad6-6f427aff9c98;[1 - 10];13/05/2019"
"74866fbc-a19e-4f12-8b94-d38031fbe569;[51 - 100];22/03/2020"
"7487001d-59c3-4a8a-b752-14e88a7f61ca;[11 - 50];21/03/2018"
"74877dbd-6ba8-4dd3-b976-d568c9539094;[1 - 10];23/06/2020"
"74922ae9-9266-4cae-abbb-427372340cf3;[1 - 10];06/05/2020"
"74926372-8fd2-455d-b71a-d77f6f065438;[1 - 10];03/08/2019"
"7494ad80-af6f-465f-aa81-364b9ee6bf5a;[11 - 50];09/03/2020"
"749b4e27-6729-4f8a-b9ab-a291fbac299f;[1 - 10];21/08/2019"
"74a29f3d-8662-4114-9c65-4267452c943e;[101  - 250];22/04/2020"
"74a3e2c8-f641-4099-af71-ae6ca118062f;;08/02/2016"
"74a66a5d-1758-46e9-9493-5c4b6a4744c4;[11 - 50];16/03/2018"
"74a7dcb6-a631-4504-89e7-9144d12a073f;[1 - 10];08/06/2020"
"74a85e20-c98f-4b7c-9828-5df7af8c10c4;[11 - 50];12/02/2018"
"74aab4a1-3f79-4079-a08a-2dc38b684f73;[1 - 10];06/04/2020"
"74ac8ef4-679c-4f02-8b27-978f2c3b7ae8;[11 - 50];30/03/2016"
"74acd2fc-b521-4b16-8640-581bc441a775;[1 - 10];11/04/2017"
"74aff3a6-9d84-4ea3-850c-07d23ecc9574;[1 - 10];20/12/2019"
"74b206c2-99cd-458a-81f0-46b951390354;[51 - 100];18/03/2017"
"74b42381-b722-440b-a33e-f64879815778;;24/02/2016"
"74b69e80-9207-481c-b875-dab62a9cffbb;[1 - 10];17/07/2020"
"74c1c442-5694-4bb1-9dbb-c2215d2f70fd;[1 - 10];27/09/2017"
"74c57699-4d46-4ccc-a5d8-9fb14f1c03e2;[1 - 10];17/05/2020"
"74c87fe7-666c-4249-9cf7-d1148ba7b514;[11 - 50];02/09/2019"
"74d0b61a-df6c-4a63-8c1b-3d8e0032579a;[1 - 10];30/08/2018"
"74d0be86-81f3-423b-ab9f-f0128b5bb8b5;[1 - 10];21/04/2020"
"74d79d5e-d9f3-451f-a25c-a7f9c97a0f64;[11 - 50];28/07/2020"
"74d7f745-acfd-4acd-aada-ce2057baae32;[1 - 10];13/11/2016"
"74d7fd61-23dd-4ef7-ba16-fdb8c8cba83a;[1 - 10];23/04/2020"
"74daa343-3d74-4629-84a9-c002a22eeec8;[11 - 50];20/04/2020"
"74db2f90-4da4-43bb-8ffa-efc160ef603f;[1 - 10];20/02/2017"
"74ddfa74-ed4a-4b3b-b500-190c1c4236a6;[11 - 50];21/09/2017"
"74dfb113-904f-4449-8170-c4c20c54069f;[11 - 50];12/12/2019"
"74dfd0e4-c31b-46b4-baf3-804bc38256e9;[51 - 100];16/09/2016"
"74e35e23-d6ba-4bef-9e23-ec06ca327091;[1 - 10];26/04/2017"
"74e9d2f7-e683-4f57-bf24-3a81134b8239;[51 - 100];01/06/2018"
"74eabdc6-6ed3-482d-a86e-999da4d0400d;[11 - 50];04/03/2019"
"74eb649c-5c69-4af6-b4d1-3436fa8be105;[101  - 250];14/10/2017"
"74edb59f-5174-4b20-a5bb-55ab5f6c96de;[101  - 250];22/06/2020"
"74ef9337-c375-465d-b2a8-49549f112883;[1 - 10];30/04/2020"
"74f2c2ed-11d8-4b58-9a98-eb3060947118;[51 - 100];17/10/2018"
"74f6754e-a5d8-4858-bc57-d148c47cf95c;[51 - 100];17/06/2020"
"74fbf113-b204-4801-8208-792ae7da5c2b;[51 - 100];12/11/2018"
"74fcf685-7806-461e-9b4b-b58ef3eb8be4;[11 - 50];16/07/2020"
"74ff0e4e-d8ce-4390-bac7-2f7f7c611378;[51 - 100];10/02/2016"
"7502f8ae-6348-48d1-89fb-941c070690d3;[11 - 50];29/04/2020"
"75136ff7-cdde-4959-864d-a503c2303198;[101  - 250];21/05/2017"
"7518695f-def6-4a7f-b177-032f6f9c2e84;[1 - 10];16/11/2016"
"7518fdfb-5936-4aa0-bbf7-81a9f4a7cf6d;[11 - 50];04/04/2018"
"75212fe5-c699-42f8-94ae-6b2ab43ca6a3;[1 - 10];20/07/2020"
"75225284-14ef-491f-91b8-c713652dbae3;[1 - 10];19/07/2020"
"752293fa-5978-4f92-bf82-675549883bb8;[1 - 10];15/04/2020"
"752350e1-2597-4ec8-b750-1a1de211f5e5;[11 - 50];22/03/2018"
"752417ba-14b4-4d96-b71f-bdb78e84f463;[51 - 100];20/03/2017"
"75268811-72f4-4a89-ac7b-546b7e14163e;[1 - 10];08/08/2016"
"7527c89f-7f17-4c14-a765-28a7ffdfd5d6;[11 - 50];25/01/2017"
"752817b2-16e9-418d-b442-73b494dccbb2;[11 - 50];30/04/2019"
"75282b22-5c29-4467-8ec2-0c99a98471e0;[1 - 10];27/04/2016"
"752d584d-54d3-4027-88a5-f4a0514aaede;[1 - 10];05/11/2016"
"752ee835-4bd6-4627-b3e7-09a00691d066;[1 - 10];21/10/2016"
"752f8060-2825-4bc3-b41c-d22d64a2b56c;[51 - 100];15/04/2020"
"75338782-9dc6-48c1-b8e5-0fc13fdbe2d0;[51 - 100];14/11/2019"
"75353bb7-e7b4-449d-b3d9-ec16e68755f3;[11 - 50];11/05/2020"
"7535b132-4d26-4c86-bff6-140ee933f59e;[1 - 10];11/05/2020"
"7539344c-1d8e-4a29-b183-96069d3be26d;[11 - 50];28/01/2019"
"753d0d6e-6595-47d5-9d88-ed18668f6e99;[1 - 10];08/06/2018"
"753d8e33-79d6-4845-921e-cddf1fcdf7c4;[11 - 50];21/07/2020"
"754067c1-472c-4602-ba94-817e7ba05386;[11 - 50];23/07/2020"
"754279d8-66e2-416f-a577-fa891b8dd7ec;[1 - 10];24/07/2019"
"754787d1-b916-49c8-8b9d-efd5d0de289d;[11 - 50];14/03/2020"
"7549f314-cecf-4684-ac89-89383f9e1333;[1 - 10];06/02/2019"
"75573375-36d5-411f-9a0f-c950e6a50986;[1 - 10];15/02/2017"
"75594249-eaad-4b1e-a727-239a773168d0;[11 - 50];21/10/2017"
"75608620-71cc-47cf-9af7-90a15e160e64;[11 - 50];04/06/2019"
"75636b2a-ec43-4fc1-aced-60beacb35e07;[1 - 10];26/07/2018"
"7563e39b-d21a-4202-b4bf-fcde1615f945;[1 - 10];25/07/2018"
"7568d3cf-2d3d-456c-bc5c-c9d9c4ddfdc0;[51 - 100];26/06/2020"
"756a9f16-e291-4b0a-b21b-1810786a949e;;04/02/2016"
"756cc5f2-70fb-42fa-b9c5-b4f8a241cadf;[11 - 50];22/04/2020"
"756dc94f-ec43-4974-979a-00bc9439802a;[11 - 50];18/03/2020"
"756f3f6a-d448-4e9a-a1bd-531e4bf432f1;[1 - 10];09/01/2019"
"7574214e-1fe7-4ae7-a2bd-a28ecdbf2624;[1 - 10];14/04/2020"
"7576ca63-cf56-4319-b8c1-f2711f87c754;[51 - 100];07/03/2020"
"75792734-66c4-4a44-888b-6ce49ab68185;[11 - 50];17/04/2018"
"757ae3f5-03b6-4937-bc3d-75165ab6f6db;[51 - 100];27/12/2017"
"757c78b3-c980-4a95-81b8-05330eeb377f;[11 - 50];17/07/2018"
"75842562-6baa-406b-8f2d-6be0d2b9f5e2;[11 - 50];21/07/2017"
"7585c54d-8f6f-4c83-978c-dcaee1dc9995;[1 - 10];03/08/2016"
"7589352c-904d-4634-a51c-5dd1ff17b79e;[1 - 10];15/06/2020"
"758c029c-2814-4f4e-8f28-30f117d90a10;[1 - 10];10/07/2020"
"758c1a5b-270f-435f-9b2b-8a11ae627215;[1 - 10];10/10/2019"
"758d88e0-7ebb-4cca-97f7-81001874d1ce;[51 - 100];24/04/2016"
"75900040-d01b-43d3-9975-77b88027b146;[11 - 50];27/04/2020"
"75913fa8-be8e-4aae-a81c-f590fcc20cac;[51 - 100];28/01/2020"
"7595371d-4bb7-4188-be67-d836d756d7d3;[11 - 50];02/08/2017"
"7599ddeb-df7c-4daa-8713-bda62be6fa5e;[1 - 10];06/02/2020"
"75a09df5-097f-4c69-8e77-4512921bcfae;[51 - 100];27/11/2017"
"75a2ce3c-c7af-4776-9d8b-81c9c6cc7c95;[1 - 10];10/06/2020"
"75a42db2-4e9e-439a-97c2-e494b5d2ff0a;[11 - 50];20/06/2020"
"75a661bb-dd3b-4fa2-815f-e543a53503d4;[1 - 10];04/01/2017"
"75a67f9b-9513-41e9-a217-11ba3ee79cd8;[51 - 100];25/03/2019"
"75a7a274-f8de-416c-8d56-0cb3b6f7567a;[51 - 100];23/01/2020"
"75aa7548-75c5-4f7a-b612-bdabc910f01a;[1 - 10];25/05/2020"
"75ad1a2d-dea7-4345-8566-1854514c8fe2;[11 - 50];02/07/2020"
"75ad7d0c-e803-43d5-9f5f-80bf7dc34c16;[11 - 50];20/05/2020"
"75adf644-a391-49c1-bbfc-5157e3bbfe34;[11 - 50];05/05/2020"
"75b19214-1415-4a21-aec3-2b9f7eb75b8e;[11 - 50];27/06/2017"
"75b2ac08-328f-4a51-b947-e7226f4722ed;[11 - 50];14/07/2020"
"75b7fb77-a5f8-4b6b-9145-a20f9066a2ab;[1 - 10];06/01/2019"
"75b87052-867b-42bf-a55e-c6588e2e63c7;[1 - 10];14/05/2020"
"75b9f4cc-c26a-4c04-9979-2086aab7c5fc;[1 - 10];08/10/2018"
"75c196b0-6cfa-4735-b3ea-3f0dc7edb1ff;;24/02/2016"
"75c648dc-edd8-466b-9994-c7f62397cfb2;[11 - 50];22/04/2019"
"75ccbdc8-2f35-42be-885f-7da9353f0e36;[11 - 50];06/05/2019"
"75cefb03-c92a-4881-92b9-1b870bbb92b6;[1 - 10];29/03/2016"
"75d5cec1-af59-4cb8-b20c-a7e3359fdba7;[11 - 50];14/03/2019"
"75d6dd54-a824-42cf-882d-47d3cfd3af46;[51 - 100];16/03/2020"
"75d7ef16-a285-4189-8460-5c5d91162e31;[51 - 100];03/04/2020"
"75d9ed22-a4c2-4544-8155-795aaafd3319;[1 - 10];07/03/2019"
"75de05a4-778a-472f-9dd3-ea78d46ce080;[1 - 10];09/08/2017"
"75dfd9e3-764b-41c2-b8da-4b63a3c56d4a;[101  - 250];05/06/2019"
"75e03c42-fc88-4673-9c44-c73345fbfadc;[11 - 50];25/11/2016"
"75e24fe0-393d-4f26-b92b-cdd737476071;[1 - 10];30/05/2017"
"75e56e89-cb61-4929-9230-daac5cb6218f;[1 - 10];23/04/2020"
"75e5eceb-bed2-403c-b2a3-1055159bcc5a;[1 - 10];05/05/2020"
"75e8f2e4-ab79-45f2-b034-ff4ddeeb0c29;[1 - 10];12/07/2019"
"75e90ede-60bd-402b-9076-8735539d47d9;[101  - 250];01/06/2020"
"75ebd616-ffb1-40fd-95ac-77c8f3cef8f2;[11 - 50];12/05/2019"
"75ed9835-89ce-4e72-a358-676ef2d5b4d6;;22/02/2016"
"75ee03cc-715d-4d36-be1e-29120f0125bf;[11 - 50];09/10/2017"
"75f562bf-463f-49f5-96ef-e69b68b81ea6;[1 - 10];10/11/2019"
"75f62a5f-704b-49a4-873d-c79fb34d7066;[101  - 250];20/10/2016"
"76006a29-e3c6-426d-8a94-02c60983d091;[1 - 10];13/07/2019"
"760311bd-ec2d-4d32-9a47-47b6abaf0027;[1 - 10];20/10/2016"
"76067c76-f8fa-42ee-816f-5fc3c67c5c1c;[51 - 100];26/10/2017"
"7606c31f-4499-4588-8d33-c0bfc22ed31f;[1 - 10];23/04/2020"
"760d3ff1-2241-4d9f-a44a-3bc33b31143e;[1 - 10];10/12/2017"
"760e103f-0f23-43e3-b25f-af0cc7d4a05a;[1 - 10];20/03/2020"
"760ffce9-d518-4219-be85-e113c4f4dd97;[51 - 100];14/05/2020"
"76151155-cc85-4c3b-b1b5-94a1272fd57d;[11 - 50];12/01/2018"
"7616c629-ac9c-4844-b381-b282fb2138bf;;23/02/2016"
"7617824c-e40b-492e-a51e-2d13c139a5d4;[11 - 50];16/04/2019"
"7619e8cf-045f-4da7-8b8a-9c85cbb074a3;[101  - 250];24/09/2017"
"761ad548-b35f-481e-8a8a-ef876fda7444;[11 - 50];09/09/2019"
"761e8f4f-3f59-4576-b160-aeeda49463e6;[11 - 50];02/03/2020"
"761ffabd-0d8c-4b64-a755-467107da2f39;[1 - 10];18/06/2020"
"76269dc8-9481-4084-9f8c-ab8519b50bd0;[1 - 10];09/05/2020"
"76281c64-e8b1-4452-ab5e-b5e40060b0f7;[1 - 10];20/07/2020"
"762a5e8f-7e9a-4707-b46c-6f381d820236;[101  - 250];30/01/2020"
"762d087c-c075-4746-b0ab-fa9c45c98100;[1 - 10];19/05/2018"
"762ff430-778f-47c6-8210-6e917c747f7c;[1 - 10];08/07/2020"
"7631099a-250e-4b62-a659-b59b55ea1973;;07/01/2016"
"763c18fe-0c66-46b2-b78f-3a264602ab98;[11 - 50];09/05/2018"
"763e5eb3-6434-41e0-8562-f317ac11fb8f;[11 - 50];25/04/2020"
"764477c7-8944-4f52-bf7c-b15b79e22094;[1 - 10];31/01/2020"
"7647cb60-407a-455f-a87e-2c89491f05f8;[1 - 10];14/05/2020"
"7650ff61-175f-4955-87d0-fd4529310d1b;[1 - 10];03/06/2020"
"76518779-d369-4e66-bbae-fee21ed3838f;[11 - 50];27/01/2020"
"76526778-7ad1-42ad-a4fb-a71b711705df;[1 - 10];17/05/2017"
"765501da-7d3c-4042-93d2-2b16df77ea3b;[1 - 10];17/11/2019"
"76579b7a-ed10-40a9-b962-48aa86725855;[101  - 250];25/03/2020"
"7658616d-d836-4c24-bcf1-36fab9f66885;[11 - 50];29/07/2020"
"7659fbb6-0b52-4301-8e09-fb3a751240db;[11 - 50];23/03/2017"
"76656fcb-e4d2-4c19-8105-f70426ed0088;[11 - 50];28/06/2017"
"76685bc9-70ad-411b-91b3-6e384a8d7db5;[1 - 10];21/03/2016"
"7669d12f-c96a-4077-bf95-ce38f06d590d;[11 - 50];21/04/2020"
"7669e00c-2daf-4bea-8505-324a0fe2e37a;[1 - 10];21/09/2019"
"766a76fd-041d-49af-931f-830f31b5daf1;[51 - 100];03/05/2017"
"766aa643-1052-46c3-a47c-fe864ab160f3;[11 - 50];24/10/2018"
"766b8959-f666-48bc-8463-93092cc711dd;[11 - 50];29/09/2018"
"766e8052-eccf-48be-8095-9dccb68ba30e;[1 - 10];10/04/2020"
"767066d7-e7c3-48af-b79b-99d727e194c9;[1 - 10];16/01/2019"
"7673bea8-51cb-4d51-bc9e-26b08983d5a6;[101  - 250];13/03/2019"
"76743880-fcc8-4558-a384-918688aa2d9c;[1 - 10];04/03/2019"
"76779bd9-ee66-4f38-a61c-454a46a662e6;[1 - 10];21/06/2020"
"767b8f30-10bf-433a-ac5f-70caab562350;[11 - 50];23/01/2019"
"767f008e-1792-446e-a90f-9ee09d65b308;[11 - 50];01/04/2020"
"76835733-3cda-4448-8ab1-e97a3a3501ea;[11 - 50];13/11/2016"
"7683bc63-b9c7-43a8-95fb-91f5a6e9de2f;[51 - 100];13/01/2020"
"7687061d-d8a9-4ab0-889d-af2ca1c405b5;[1 - 10];25/06/2020"
"76897057-7ebf-4d65-aa6b-a6ec5eb4f06f;[1 - 10];18/05/2016"
"768a6ab5-c105-4815-98d2-11d56e6c7678;[11 - 50];06/12/2016"
"768bee1c-5c05-4476-a12a-d08efcaa7ee9;[11 - 50];25/07/2019"
"768c900c-5856-48e2-88c3-69468891ce98;[1 - 10];03/12/2019"
"768ce12f-1fea-40ea-a7c8-9efc9d571248;[1 - 10];13/05/2020"
"768d257c-390b-4b0b-a4be-285a43e96038;[11 - 50];23/03/2019"
"768fd406-3960-4c76-b118-cd77f294e08e;[1 - 10];27/11/2018"
"76921dcf-5185-421d-8f74-a00ec96b67f7;[11 - 50];30/09/2016"
"7694afd8-f666-420e-86a7-2870129196f1;[101  - 250];28/02/2020"
"76961b76-bcfc-40e4-916d-3dec814dbb51;[1 - 10];17/02/2020"
"7696cf97-b112-415c-8144-0d435ab86af6;[11 - 50];19/04/2020"
"769985dd-71bf-4d75-9898-d0cd79dafece;[1 - 10];20/01/2017"
"769e21a3-08a7-4958-adde-0e8a502f73b8;[1 - 10];16/06/2019"
"769e27a1-d604-4a25-9610-57ec3f610c79;[1 - 10];10/01/2018"
"769ed874-b894-4b38-b39f-6efed4549733;[1 - 10];19/04/2020"
"76a13544-af60-4ec8-b8eb-01099841f62e;[101  - 250];12/06/2019"
"76a3601d-3efd-4992-b3ff-b4a5d60d0f5f;[1 - 10];20/04/2018"
"76a3b476-ce63-4d58-b28c-f6ca40daee16;[1 - 10];09/11/2017"
"76a4d9c1-4d91-4104-91ad-954d96c688ca;[1 - 10];14/07/2020"
"76a6b56e-2689-444e-bb68-2ba3179611ad;[101  - 250];09/03/2020"
"76a8fb2c-317b-4401-86e9-e95271f9695a;[51 - 100];22/10/2018"
"76a93daa-300f-4efc-a582-3aea2ab86af1;[101  - 250];09/01/2018"
"76b21db7-040a-4c84-b02f-9c5014c00d0f;[1 - 10];11/08/2016"
"76b39ee7-bad7-4b48-a2d0-470f93be0521;[1 - 10];19/04/2020"
"76b44d35-88c2-4f70-aa70-39972904ce59;[1 - 10];15/05/2020"
"76bc10db-0f67-4474-845e-f324639792f8;[11 - 50];24/11/2016"
"76be44cc-35d0-4c5f-b812-86f83efa12f0;[11 - 50];04/02/2020"
"76bf255d-ab64-46cc-ab1f-7862ba0adbe0;[1 - 10];20/02/2018"
"76bf5914-5898-41d2-8c8a-2d630ce3c27a;[11 - 50];19/03/2020"
"76bf8e91-0196-42cd-b70f-6d25ac0904e0;[1 - 10];22/03/2016"
"76c475e5-9749-4cc7-afe6-45882dde5cbe;[11 - 50];05/01/2018"
"76c5fa4a-5bf1-4349-b882-11fd9f46d3bc;[11 - 50];24/03/2020"
"76c9a510-3bfd-46a7-8528-d737b37063ae;[11 - 50];19/01/2017"
"76cb2130-239a-4bd1-acbd-8a727e1211ee;[1 - 10];06/07/2020"
"76cb55b4-8c70-4a64-a363-5f323159b2e2;[11 - 50];07/11/2019"
"76cc05e7-6489-4ea1-bb43-b5eeb6648b1e;[11 - 50];18/05/2020"
"76cec0c4-c589-4285-b8b5-9aab654a3f62;[1 - 10];24/02/2020"
"76cfdf46-2b02-4e81-a671-3d1ff22240bf;[1 - 10];06/05/2020"
"76d01d89-d0e6-4d67-820f-0584fc6742d6;[11 - 50];15/06/2018"
"76d11705-be3d-4ce1-9836-870e3a82e7e4;[1 - 10];04/11/2016"
"76d268d8-9d32-4c98-9c2d-218ec94e80d5;[1 - 10];19/10/2018"
"76dec1f0-5022-425b-a682-bb9f913243c8;[11 - 50];25/06/2020"
"76ded2fb-0b1e-4a90-910f-ea0480b2dedd;[101  - 250];10/01/2018"
"76dfa600-54b0-4cf7-8026-a59b48d8d236;[11 - 50];22/07/2020"
"76e099de-1996-4b4d-8fc1-d4e28762b8cb;[11 - 50];16/07/2019"
"76e8c2ce-4101-46f4-937c-6da31c696980;[51 - 100];10/03/2018"
"76eab459-fc04-44ad-be15-661ae0c63df3;[1 - 10];07/09/2018"
"76eb4036-0361-4857-a90e-d9727158d04c;[1 - 10];04/10/2017"
"76eb5a12-a3bf-4187-9217-44db5bf9607d;[11 - 50];10/08/2017"
"76f0b8a7-d339-4b96-b1ca-1365cbd7cf0c;[1 - 10];15/05/2018"
"76f2ba3a-caa4-44f6-817b-7363d0f8bc14;[101  - 250];03/12/2019"
"76f322ce-0d06-48a8-8071-e2af7785a2b2;[51 - 100];20/04/2016"
"76f66d7b-9752-4815-9003-087c6954915b;[1 - 10];06/06/2020"
"76f94b95-b236-4394-abd6-5f4bb0393a80;[1 - 10];10/06/2020"
"76fb9dc3-db27-46e9-af97-182d64bb32d7;[1 - 10];14/07/2020"
"76fcf1a4-09eb-4ad2-825b-9755be2ae7d0;[101  - 250];18/04/2020"
"76fd2050-42d8-4585-b97c-b8cb9d908f62;[101  - 250];30/11/2019"
"7700fa69-25d7-4671-b0fa-f3c8e5559a83;;24/02/2016"
"770303bb-a051-47c8-a616-fdc259423cca;[1 - 10];09/09/2019"
"77048a77-f944-463a-9ada-176ddb4cb31e;[1 - 10];25/06/2019"
"77055936-8a6b-4d9d-be6d-8347596fa6af;[11 - 50];17/01/2018"
"77067a9e-8503-4c9d-88e1-15aee052e554;[1 - 10];18/11/2018"
"77073510-5d16-4564-9861-0fd495af0d94;[51 - 100];10/04/2020"
"770d8485-d7c6-479e-bd60-4d0835bff259;[1 - 10];10/10/2019"
"770ec02a-d2b8-480a-9c58-9d6e6e7e720c;[1 - 10];02/07/2020"
"77130f8e-4f42-4a1a-aab6-2526c152bb9c;[51 - 100];10/10/2018"
"771570e5-a4b8-4cf5-bd82-9f7644df60ba;[101  - 250];06/04/2020"
"771f3a87-44aa-4971-bb27-e79b72a16aea;[51 - 100];08/01/2020"
"771fbeb8-7e68-4474-b943-be352fb908a1;[1 - 10];06/08/2019"
"7724b024-1690-4b3d-a7e5-c7360fd326bd;[51 - 100];28/05/2020"
"7728c67e-7bce-4db4-ba76-65b76cfb6647;;10/05/2016"
"7729cb36-9a02-4aaa-9cfe-34253141b084;[101  - 250];11/07/2019"
"772f5ae1-8ea8-463a-9183-1b064eb41248;[11 - 50];24/01/2019"
"772f5be8-6128-429c-bca3-84a0a9b850b4;[1 - 10];18/01/2017"
"77326273-ff71-44a7-98de-47ee0c46aef0;[51 - 100];01/12/2018"
"7733155b-f7fa-442a-ad7d-9499e1089c7c;[1 - 10];07/10/2019"
"77336f45-fc62-47c3-8b2f-6439aad6fb11;[11 - 50];10/06/2019"
"773c9fae-d855-4aec-8167-64fbbb32e753;[1 - 10];30/03/2019"
"773ce896-9749-48a0-b5b6-0958a325234d;[1 - 10];14/12/2017"
"77404650-8f1b-49a2-b9d5-6d1cc7736312;[11 - 50];29/04/2020"
"774aa3b5-036c-4269-a5af-8faab403b807;[1 - 10];02/08/2018"
"774ba02d-e48c-4e3d-ae3b-f51b14dbe2d1;[1 - 10];05/08/2019"
"774cc77d-0def-4d3b-9e51-b2bbb6d915f5;[1 - 10];13/05/2020"
"774cfa43-c120-47af-a655-79c7b28dcb64;[1 - 10];22/06/2020"
"774deb94-2c24-43cc-ba7c-c2aa7b29962e;[11 - 50];20/05/2020"
"774f6690-6d5e-4b55-ae21-bd89c3d5b267;[1 - 10];16/04/2020"
"774f908c-cb37-4b12-8f4c-d736a7f669b7;[51 - 100];29/05/2017"
"7751b987-ed3f-4542-86b9-aea65a3102c9;[1 - 10];26/05/2020"
"77527378-882c-47ce-9d9d-ddabdf6d6669;[11 - 50];04/12/2019"
"77552425-738b-450f-9df8-72facc0390bd;[1 - 10];13/11/2017"
"77552a01-0dea-490e-abf9-1a9fe53f31a1;[1 - 10];30/04/2020"
"775d9038-bb58-4fe7-b94e-d434d7fcfc3d;[1 - 10];22/02/2020"
"776008c9-c034-4fad-a2f8-f647841a7018;[101  - 250];21/04/2020"
"7763847d-831b-42ce-b80e-4f11cc6f7af1;[1 - 10];21/07/2020"
"77641639-6e96-408a-a78b-211ebfe36228;[11 - 50];02/12/2019"
"776c8f6c-9183-49fe-ba89-56d66f2d7bd6;[1 - 10];13/02/2017"
"776d402b-7fee-4af6-b7c0-9e5be1d4ca81;[1 - 10];20/01/2020"
"7770a090-e734-4040-8a39-6caaed203f59;[1 - 10];22/06/2020"
"7771ba9e-e15a-481a-a255-8728c03fd7d4;[1 - 10];20/04/2020"
"77739a1c-93ee-44fb-a269-d122c20da64e;[11 - 50];03/01/2017"
"7779211d-1571-431f-bde7-dac50599b09a;[51 - 100];05/02/2017"
"777ad81b-209f-4995-bf3d-2ce28cf5a5b9;;25/02/2016"
"777b5250-ef50-438b-a263-21c1c16cce19;[51 - 100];24/05/2017"
"777ba89d-d0cf-45b4-94cf-9ddbfbaadb4e;[11 - 50];17/07/2020"
"777df1c1-3542-4a31-a0f6-7748f7b44280;[1 - 10];19/03/2018"
"777e488d-06b1-4233-aad7-6a01ba5d124b;[1 - 10];20/05/2020"
"77843926-4eba-41d7-9c83-0cf57da56c7b;[51 - 100];04/07/2019"
"77885b76-677b-4974-9cfe-7c4d5220bc03;[1 - 10];20/01/2019"
"778a70b8-63e4-455a-a2bd-a6b73e7f2d7b;[51 - 100];15/06/2020"
"778e343c-97bb-4fee-bfc5-7c0a42e7d75e;[1 - 10];26/12/2016"
"7791f9e5-3550-447f-ba01-ab3ab1ee8c33;[1 - 10];22/11/2018"
"779b32f5-1543-4484-b35c-28391c8bfa9e;[1 - 10];28/04/2020"
"779c8712-363d-4447-bcc1-e6b16cfdcb72;[11 - 50];25/03/2017"
"779d7240-7526-461d-8c84-59e5066cd22c;[101  - 250];29/05/2020"
"779f65ae-8234-4154-a123-7b0c5ddb246c;[1 - 10];21/09/2017"
"77a6039b-60c7-403f-b30b-877edd81ed53;[1 - 10];01/07/2020"
"77a67c25-fcc2-4550-9236-f7954d862a4a;[1 - 10];22/05/2020"
"77a88198-c7c3-4d60-a172-0a58500e3a60;[1 - 10];23/10/2018"
"77a8b4a6-59b4-41c5-9733-6002187b480b;[101  - 250];12/05/2016"
"77a8d1e1-6748-4fee-87a9-e3418f46950c;[1 - 10];07/12/2018"
"77ac8eb3-aa05-48ad-bc1b-f3d724bc2725;[11 - 50];18/02/2018"
"77affbc3-f8b3-41f1-b986-d580b94368bc;[11 - 50];08/11/2018"
"77b3b26f-fcff-4ca7-be1c-7310d7ba5e6b;[1 - 10];19/07/2018"
"77b9e486-3acb-4bac-88f6-6bc1c3108ddf;[11 - 50];09/02/2020"
"77c956ae-b85e-43a1-84d8-07de3f69339c;[11 - 50];27/04/2020"
"77cbfe94-bed3-40e2-8a35-36531b5590eb;[1 - 10];28/04/2020"
"77cccc97-6994-4b14-bb5b-b51b9389cc8b;[51 - 100];12/07/2018"
"77d28cc5-dd2e-493d-9daf-c0382c4d70ed;[1 - 10];17/03/2016"
"77d29252-a138-445f-bc4d-8e5d9ad1e312;[11 - 50];29/11/2019"
"77d2ca0a-4477-4e14-8724-10d2e1132b08;[1 - 10];15/10/2017"
"77d2facb-a547-4fd0-a61c-8a917c3b11f2;[11 - 50];28/11/2016"
"77d3167c-b4e1-418a-a7d7-20bc389143e0;[101  - 250];09/11/2016"
